Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location
0.291044776119403,0.8314606741573034,0.20618556701030927,0.7339449541284404,1.0,0.515973840487108,0.14285714285714285,1.0,0.2,0.5
0.29850746268656714,0.449438202247191,0.061855670103092786,0.3577981651376147,1.0,0.5495502267658925,0.14285714285714285,0.0,0.425,0.0
0.3880597014925373,0.056179775280898875,0.1958762886597938,0.6238532110091743,1.0,0.6606529855421082,0.2857142857142857,0.6666666666666666,0.75,0.5
0.16417910447761194,0.8876404494382022,0.13402061855670103,0.5779816513761468,1.0,0.4608734871833419,0.07142857142857142,0.0,0.175,0.0
0.17164179104477612,0.8876404494382022,0.16494845360824742,0.5321100917431193,1.0,0.4951514695933248,0.07142857142857142,0.0,0.225,0.0
0.3805970149253731,0.48314606741573035,0.25773195876288657,0.7522935779816514,1.0,0.47924027161793076,0.0,0.3333333333333333,0.1,0.0
0.208955223880597,0.48314606741573035,0.35051546391752575,0.6238532110091743,1.0,0.4935478212934426,0.07142857142857142,0.0,0.175,1.0
0.3656716417910448,0.7752808988764045,0.38144329896907214,0.5779816513761468,1.0,0.5453907639880727,0.21428571428571427,0.0,0.175,0.5
0.3283582089552239,0.5955056179775281,0.3711340206185567,0.8256880733944955,0.3333333333333333,0.5348417650154101,0.35714285714285715,0.3333333333333333,0.225,1.0
0.11940298507462686,0.6629213483146067,0.3917525773195876,0.5871559633027523,1.0,0.48911273146408085,0.07142857142857142,0.0,0.25,0.0
0.291044776119403,0.5280898876404494,0.29896907216494845,0.30275229357798167,1.0,0.5312335563406749,0.07142857142857142,0.6666666666666666,0.275,0.5
0.7089552238805971,0.7752808988764045,0.29896907216494845,0.963302752293578,1.0,0.5289032549049087,1.0,0.0,0.2,0.0
0.664179104477612,0.6404494382022472,0.09278350515463918,0.8807339449541285,0.6666666666666666,0.5468691272645267,0.21428571428571427,1.0,0.575,0.0
0.417910447761194,0.43820224719101125,0.15463917525773196,0.1743119266055046,0.3333333333333333,0.5735297802500688,0.6428571428571429,0.3333333333333333,0.325,0.5
0.8432835820895522,0.8202247191011236,0.13402061855670103,0.9908256880733946,0.3333333333333333,0.5377984915683178,0.07142857142857142,0.3333333333333333,0.425,1.0
0.41044776119402987,0.651685393258427,0.31958762886597936,0.8532110091743119,1.0,0.4917938309654463,0.21428571428571427,0.0,0.175,0.0
0.13432835820895522,0.5168539325842697,0.3711340206185567,0.7339449541284404,1.0,0.4665113132376154,0.0,0.0,0.225,0.0
0.35074626865671643,0.4157303370786517,0.07216494845360824,0.1559633027522936,0.6666666666666666,0.5332631737202136,0.7857142857142857,0.6666666666666666,0.45,0.0
0.35074626865671643,0.5056179775280899,0.14432989690721648,0.08256880733944955,0.6666666666666666,0.5658623368162571,0.42857142857142855,1.0,0.375,0.5
0.26119402985074625,0.6966292134831461,0.17525773195876287,0.7889908256880734,1.0,0.4820967701520959,0.0,0.0,0.25,1.0
0.26865671641791045,0.8314606741573034,0.1958762886597938,0.7064220183486238,0.3333333333333333,0.5348167080107242,0.0,0.6666666666666666,0.15,0.0
0.3582089552238806,0.3258426966292135,0.1134020618556701,0.08256880733944955,0.6666666666666666,0.5304317321907337,0.6428571428571429,0.3333333333333333,0.4,0.0
0.4701492537313433,0.550561797752809,0.13402061855670103,0.1743119266055046,0.6666666666666666,0.5289032549049087,0.35714285714285715,1.0,0.4,0.5
0.16417910447761194,0.7752808988764045,0.32989690721649484,0.7614678899082569,1.0,0.4784885614773611,0.0,0.0,0.1,1.0
