Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location
0.3968253968253968,0.38202247191011235,0.2978723404255319,0.21100917431192662,0.3333333333333333,0.5235484925444441,0.14285714285714285,0.3333333333333333,0.35,1.0
0.38095238095238093,0.7303370786516854,0.1276595744680851,0.6055045871559633,0.3333333333333333,0.49624079056551584,0.0,0.3333333333333333,0.2,1.0
0.42063492063492064,0.5056179775280899,0.3829787234042553,0.8348623853211009,0.3333333333333333,0.529256456033594,0.0,0.0,0.25,0.5
0.3253968253968254,0.47191011235955055,0.22340425531914893,0.26605504587155965,1.0,0.5286781161205963,0.21428571428571427,1.0,0.35,0.5
0.3888888888888889,0.25842696629213485,0.1702127659574468,0.1559633027522936,0.6666666666666666,0.5346123865322235,0.7142857142857143,0.6666666666666666,0.375,0.5
0.4603174603174603,0.4606741573033708,0.031914893617021274,0.3119266055045872,0.3333333333333333,0.5025270939676633,0.21428571428571427,1.0,0.35,0.5
0.20634920634920634,0.651685393258427,0.02127659574468085,0.5779816513761468,1.0,0.46488470919560454,0.0,0.0,0.05,0.0
0.2698412698412698,0.6741573033707865,0.4148936170212766,0.7798165137614679,1.0,0.5485931252985993,0.14285714285714285,1.0,0.225,1.0
0.4523809523809524,0.8764044943820225,0.5638297872340425,0.8899082568807339,0.3333333333333333,0.5118308230028412,0.7142857142857143,0.0,0.525,1.0
0.3492063492063492,0.6179775280898876,0.23404255319148937,0.24770642201834864,0.3333333333333333,0.5113782091578868,0.07142857142857142,0.6666666666666666,0.25,0.0
0.38095238095238093,0.3258426966292135,0.2765957446808511,0.3119266055045872,0.3333333333333333,0.5942065427845807,0.07142857142857142,0.6666666666666666,0.725,1.0
0.3968253968253968,0.07865168539325842,0.11702127659574468,0.12844036697247707,0.3333333333333333,0.5717267218185015,0.5,1.0,0.375,0.5
0.4126984126984127,0.5730337078651685,0.425531914893617,0.5412844036697247,1.0,0.49945937790741524,0.21428571428571427,0.0,0.075,1.0
0.3253968253968254,0.5056179775280899,0.2553191489361702,0.3853211009174312,0.3333333333333333,0.5164826875204304,0.14285714285714285,1.0,0.35,1.0
0.6111111111111112,0.7191011235955056,0.1595744680851064,0.6788990825688074,0.6666666666666666,0.5469335412004324,0.6428571428571429,0.3333333333333333,0.325,0.0
0.4365079365079365,0.3595505617977528,0.1595744680851064,0.1834862385321101,0.3333333333333333,0.5165078327340389,0.21428571428571427,0.6666666666666666,0.275,0.5
0.2698412698412698,0.651685393258427,0.1595744680851064,0.8623853211009175,0.0,0.4967939852649046,0.35714285714285715,0.6666666666666666,0.425,0.0
0.3412698412698413,0.651685393258427,0.40425531914893614,0.6513761467889908,1.0,0.543890970353793,0.07142857142857142,1.0,0.075,0.0
0.4126984126984127,0.6067415730337079,0.18085106382978725,0.981651376146789,0.6666666666666666,0.5328270763660136,0.5714285714285714,0.0,0.375,0.5
0.4444444444444444,0.6404494382022472,0.10638297872340426,0.22018348623853212,0.3333333333333333,0.5143704895773088,0.14285714285714285,0.0,0.4,1.0
0.1984126984126984,0.8876404494382022,0.010638297872340425,0.7706422018348624,0.3333333333333333,0.45289044230430736,0.0,0.0,0.05,1.0
0.21428571428571427,0.6292134831460674,0.06382978723404255,0.6330275229357798,1.0,0.7527219693731295,0.21428571428571427,0.0,0.475,0.5
0.35714285714285715,0.2808988764044944,0.14893617021276595,0.09174311926605505,0.6666666666666666,0.5707712037013754,0.42857142857142855,0.0,0.35,0.0
0.14285714285714285,0.8202247191011236,0.05319148936170213,0.8165137614678899,0.3333333333333333,0.49307249365083355,0.07142857142857142,0.0,0.1,1.0
0.3888888888888889,0.11235955056179775,0.19148936170212766,0.07339449541284404,0.6666666666666666,0.5394905579722898,0.5714285714285714,0.0,0.45,0.0
0.46825396825396826,0.1797752808988764,0.09574468085106383,0.1651376146788991,0.6666666666666666,0.5737634841207977,0.7142857142857143,0.6666666666666666,0.3,0.0
0.1746031746031746,0.6629213483146067,0.19148936170212766,0.6788990825688074,1.0,0.4530161683723502,0.07142857142857142,0.0,0.175,1.0
0.4365079365079365,0.651685393258427,0.1702127659574468,0.3394495412844037,1.0,0.5198018557167643,0.21428571428571427,1.0,0.45,1.0
0.20634920634920634,0.5730337078651685,0.23404255319148937,0.6055045871559633,1.0,0.4641806432145641,0.0,0.0,0.15,1.0
0.5238095238095238,0.2696629213483146,0.11702127659574468,0.027522935779816515,0.6666666666666666,0.5308154592773265,0.7857142857142857,0.3333333333333333,0.25,0.5
0.2222222222222222,0.5617977528089888,0.11702127659574468,0.5137614678899083,1.0,0.4594281978425407,0.07142857142857142,0.0,0.2,1.0
0.7142857142857143,0.7640449438202247,0.1702127659574468,0.8623853211009175,0.6666666666666666,0.5370263270386479,0.35714285714285715,0.3333333333333333,0.2,0.0
0.3412698412698413,0.550561797752809,0.3829787234042553,0.8256880733944955,1.0,0.53360657798788,0.14285714285714285,0.0,0.1,0.5
0.36507936507936506,0.056179775280898875,0.18085106382978725,0.10091743119266056,0.3333333333333333,0.5411752872840655,0.7142857142857143,0.3333333333333333,0.375,1.0
0.3333333333333333,0.6179775280898876,0.26595744680851063,0.7522935779816514,1.0,0.5525660690487565,0.0,0.6666666666666666,0.175,1.0
0.3253968253968254,0.5056179775280899,0.14893617021276595,0.5871559633027523,0.3333333333333333,0.5125097437702731,0.0,1.0,0.2,1.0
0.36507936507936506,0.48314606741573035,0.1276595744680851,0.6330275229357798,1.0,0.5425079836053206,0.14285714285714285,0.6666666666666666,0.1,1.0
0.24603174603174602,0.5842696629213483,0.5,0.9908256880733946,1.0,0.5312429279086724,0.8571428571428571,0.0,0.15,0.0
0.35714285714285715,0.42696629213483145,0.0,0.30275229357798167,0.3333333333333333,0.5033317408031379,0.2857142857142857,0.3333333333333333,0.25,0.5
0.42063492063492064,0.07865168539325842,0.2765957446808511,0.2018348623853211,0.3333333333333333,0.8241092308079156,0.42857142857142855,0.0,0.475,1.0
0.40476190476190477,0.5393258426966292,0.22340425531914893,0.5963302752293578,1.0,0.5281500666348159,0.14285714285714285,0.0,0.225,0.0
0.19047619047619047,0.12359550561797752,0.010638297872340425,0.5504587155963303,0.3333333333333333,0.8381905504287256,0.8571428571428571,0.0,0.35,1.0
0.5396825396825397,0.9887640449438202,0.5106382978723404,0.7064220183486238,1.0,0.5364479871256507,0.14285714285714285,0.0,0.05,1.0
0.047619047619047616,0.2696629213483146,0.0,0.09174311926605505,1.0,0.03133093615630274,0.42857142857142855,0.3333333333333333,0.6,0.5
0.1349206349206349,0.7640449438202247,0.3723404255319149,0.5688073394495413,1.0,0.47637607181472985,0.0,0.0,0.1,1.0
0.38095238095238093,0.4044943820224719,0.30851063829787234,0.10091743119266056,0.3333333333333333,0.5061982951545171,0.14285714285714285,0.0,0.4,1.0
0.40476190476190477,0.2247191011235955,0.0425531914893617,0.3211009174311927,0.3333333333333333,0.19256204581457897,1.0,0.0,0.4,0.0
0.40476190476190477,0.38202247191011235,0.0425531914893617,0.14678899082568808,1.0,0.5068269254947319,0.2857142857142857,1.0,0.4,0.5
0.2222222222222222,0.14606741573033707,0.2765957446808511,0.27522935779816515,0.3333333333333333,0.42306821896452007,0.14285714285714285,1.0,0.025,1.0
0.373015873015873,0.5617977528089888,0.2978723404255319,0.29357798165137616,1.0,0.5282506474892502,0.2857142857142857,1.0,0.275,1.0
0.3968253968253968,0.9775280898876404,0.1702127659574468,0.8165137614678899,0.3333333333333333,0.5209082451155421,1.0,0.3333333333333333,0.35,0.5
0.3492063492063492,0.0449438202247191,0.07446808510638298,0.06422018348623854,0.6666666666666666,0.5376801025924712,0.7857142857142857,0.3333333333333333,0.475,1.0
0.9365079365079365,0.5955056179775281,0.1276595744680851,0.6422018348623854,0.6666666666666666,0.548743996580251,0.35714285714285715,0.3333333333333333,0.275,0.5
0.5238095238095238,0.011235955056179775,0.010638297872340425,0.0,0.6666666666666666,0.5685081344766021,0.35714285714285715,0.3333333333333333,0.275,1.0
0.38095238095238093,0.47191011235955055,0.11702127659574468,0.3944954128440367,0.3333333333333333,0.5349392743091352,0.2857142857142857,0.6666666666666666,0.25,0.0
0.23015873015873015,0.5393258426966292,0.010638297872340425,0.8165137614678899,0.0,0.09200633659382944,0.8571428571428571,0.3333333333333333,0.6,0.5
0.36507936507936506,0.5842696629213483,0.3617021276595745,0.908256880733945,0.6666666666666666,0.562875606628278,0.5,1.0,0.275,1.0
0.4523809523809524,0.6404494382022472,0.13829787234042554,0.8807339449541285,0.3333333333333333,0.505896552591214,0.14285714285714285,0.6666666666666666,0.225,1.0
0.47619047619047616,0.0449438202247191,0.0851063829787234,0.027522935779816515,0.6666666666666666,0.5761522794136132,0.6428571428571429,0.0,0.4,0.0
0.11904761904761904,0.8651685393258427,0.1276595744680851,0.47706422018348627,1.0,0.45512836631547177,0.0,0.0,0.175,1.0
0.35714285714285715,0.033707865168539325,0.3191489361702128,0.8348623853211009,0.3333333333333333,0.3470793834393622,0.21428571428571427,0.6666666666666666,0.6,1.0
0.1746031746031746,0.8426966292134831,0.23404255319148937,0.5137614678899083,0.3333333333333333,0.4780105106992884,0.0,0.0,0.05,0.0
0.2222222222222222,0.2696629213483146,0.2872340425531915,0.3302752293577982,0.0,0.7632075234479115,0.14285714285714285,0.3333333333333333,0.225,0.0
0.38095238095238093,0.34831460674157305,0.22340425531914893,0.3394495412844037,0.3333333333333333,0.5263396112549974,0.2857142857142857,0.3333333333333333,0.4,0.5
0.3492063492063492,0.9213483146067416,0.3191489361702128,0.7614678899082569,1.0,0.5422816766828432,0.7142857142857143,1.0,0.325,0.0
0.14285714285714285,0.6067415730337079,0.6382978723404256,0.7431192660550459,1.0,0.4595790691241921,0.5714285714285714,0.0,0.225,1.0
0.40476190476190477,0.21348314606741572,0.10638297872340426,0.14678899082568808,0.6666666666666666,0.5566647388669566,0.35714285714285715,0.3333333333333333,0.25,1.0
0.2222222222222222,0.8764044943820225,0.32978723404255317,0.6146788990825688,0.3333333333333333,0.4706932535391886,0.07142857142857142,0.0,0.075,0.0
0.1349206349206349,0.8651685393258427,0.425531914893617,0.7706422018348624,0.3333333333333333,0.49171465211596954,0.07142857142857142,0.0,0.075,1.0
0.36507936507936506,0.48314606741573035,0.13829787234042554,0.5321100917431193,1.0,0.5221655057959715,0.07142857142857142,0.3333333333333333,0.15,1.0
0.1746031746031746,0.4606741573033708,0.4148936170212766,0.5596330275229358,1.0,0.4609620558726644,0.07142857142857142,0.0,0.175,1.0
0.42857142857142855,0.5730337078651685,0.1702127659574468,0.3669724770642202,1.0,0.5483668183761219,0.21428571428571427,0.3333333333333333,0.3,1.0
0.5317460317460317,0.14606741573033707,0.19148936170212766,0.6330275229357798,1.0,0.32864794186426594,0.7142857142857143,0.0,0.725,0.5
0.30952380952380953,0.6067415730337079,0.010638297872340425,0.12844036697247707,0.3333333333333333,0.528703261334205,0.14285714285714285,0.3333333333333333,0.35,0.0
0.36507936507936506,0.0449438202247191,0.1276595744680851,0.0,0.6666666666666666,0.562448137996932,0.42857142857142855,0.3333333333333333,0.275,1.0
0.16666666666666666,0.9550561797752809,0.6063829787234043,0.9174311926605505,1.0,0.49709572782820766,0.5,0.0,0.0,0.0
0.20634920634920634,0.6853932584269663,0.425531914893617,0.8165137614678899,1.0,0.4812542432547964,0.5,0.0,0.025,0.0
0.5,0.4943820224719101,0.13829787234042554,0.1926605504587156,1.0,0.93278684402424,0.5714285714285714,0.6666666666666666,0.575,0.5
0.3492063492063492,0.42696629213483145,0.2978723404255319,0.1834862385321101,0.3333333333333333,0.5222660866504059,0.07142857142857142,1.0,0.325,0.5
0.1349206349206349,0.5280898876404494,0.1595744680851064,0.8165137614678899,1.0,0.4995599587618495,0.0,0.0,0.2,1.0
0.1984126984126984,0.7640449438202247,0.07446808510638298,0.5045871559633027,0.3333333333333333,0.4541728481983454,0.0,0.0,0.125,0.0
