INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2025-06-02T17:00:00-00:00,2025-06-02T18:00:00-00:00,2025-06-02,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,14.13324,18
2025-06-02T15:00:00-00:00,2025-06-02T16:00:00-00:00,2025-06-02,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,18.10114,18
2025-06-02T09:00:00-00:00,2025-06-02T10:00:00-00:00,2025-06-02,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,37.38706,18
2025-06-02T08:00:00-00:00,2025-06-02T09:00:00-00:00,2025-06-02,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,41.35339,18
2025-06-02T07:00:00-00:00,2025-06-02T08:00:00-00:00,2025-06-02,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,38.49355,18
2025-06-03T03:00:00-00:00,2025-06-03T04:00:00-00:00,2025-06-02,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,54.57078,18
2025-06-03T01:00:00-00:00,2025-06-03T02:00:00-00:00,2025-06-02,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,42.40882,18
2025-06-02T19:00:00-00:00,2025-06-02T20:00:00-00:00,2025-06-02,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,10.68002,18
2025-06-02T18:00:00-00:00,2025-06-02T19:00:00-00:00,2025-06-02,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,13.12485,18
2025-06-02T11:00:00-00:00,2025-06-02T12:00:00-00:00,2025-06-02,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,41.28994,18
2025-06-02T10:00:00-00:00,2025-06-02T11:00:00-00:00,2025-06-02,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,37.23448,18
2025-06-02T21:00:00-00:00,2025-06-02T22:00:00-00:00,2025-06-02,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,14.4294,18
2025-06-02T23:00:00-00:00,2025-06-03T00:00:00-00:00,2025-06-02,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,17.82321,18
2025-06-02T14:00:00-00:00,2025-06-02T15:00:00-00:00,2025-06-02,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,24.46741,18
2025-06-02T12:00:00-00:00,2025-06-02T13:00:00-00:00,2025-06-02,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,41.57175,18
2025-06-02T13:00:00-00:00,2025-06-02T14:00:00-00:00,2025-06-02,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,42.06063,18
2025-06-02T16:00:00-00:00,2025-06-02T17:00:00-00:00,2025-06-02,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,14.66042,18
2025-06-03T02:00:00-00:00,2025-06-03T03:00:00-00:00,2025-06-02,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,53.07856,18
2025-06-03T05:00:00-00:00,2025-06-03T06:00:00-00:00,2025-06-02,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,40.16673,18
2025-06-03T06:00:00-00:00,2025-06-03T07:00:00-00:00,2025-06-02,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.37447,19
2025-06-03T00:00:00-00:00,2025-06-03T01:00:00-00:00,2025-06-02,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.61774,19
2025-06-02T18:00:00-00:00,2025-06-02T19:00:00-00:00,2025-06-02,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.87543,19
2025-06-02T22:00:00-00:00,2025-06-02T23:00:00-00:00,2025-06-02,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.03425,19
2025-06-02T20:00:00-00:00,2025-06-02T21:00:00-00:00,2025-06-02,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,0,19
2025-06-02T12:00:00-00:00,2025-06-02T13:00:00-00:00,2025-06-02,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.69009,19
2025-06-03T05:00:00-00:00,2025-06-03T06:00:00-00:00,2025-06-02,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.46593,19
2025-06-02T16:00:00-00:00,2025-06-02T17:00:00-00:00,2025-06-02,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.92507,19
2025-06-02T15:00:00-00:00,2025-06-02T16:00:00-00:00,2025-06-02,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.04806,19
2025-06-02T09:00:00-00:00,2025-06-02T10:00:00-00:00,2025-06-02,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.63932,19
2025-06-03T02:00:00-00:00,2025-06-03T03:00:00-00:00,2025-06-02,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.50743,19
2025-06-02T23:00:00-00:00,2025-06-03T00:00:00-00:00,2025-06-02,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,0,19
2025-06-02T21:00:00-00:00,2025-06-02T22:00:00-00:00,2025-06-02,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.94801,19
2025-06-02T19:00:00-00:00,2025-06-02T20:00:00-00:00,2025-06-02,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,0,19
2025-06-02T13:00:00-00:00,2025-06-02T14:00:00-00:00,2025-06-02,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.80756,19
2025-06-02T07:00:00-00:00,2025-06-02T08:00:00-00:00,2025-06-02,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.65824,19
2025-06-03T04:00:00-00:00,2025-06-03T05:00:00-00:00,2025-06-02,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.92343,19
2025-06-02T17:00:00-00:00,2025-06-02T18:00:00-00:00,2025-06-02,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.96247,19
2025-06-03T03:00:00-00:00,2025-06-03T04:00:00-00:00,2025-06-02,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.33153,19
2025-06-03T01:00:00-00:00,2025-06-03T02:00:00-00:00,2025-06-02,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.59881,19
2025-06-02T14:00:00-00:00,2025-06-02T15:00:00-00:00,2025-06-02,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-1.00316,19
2025-06-02T11:00:00-00:00,2025-06-02T12:00:00-00:00,2025-06-02,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.67716,19
2025-06-02T10:00:00-00:00,2025-06-02T11:00:00-00:00,2025-06-02,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.65905,19
2025-06-02T08:00:00-00:00,2025-06-02T09:00:00-00:00,2025-06-02,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCL,LMP_LOSS_PRC,0096WD_7_N001,ALL,1,-0.7485,19
2025-06-02T07:00:00-00:00,2025-06-02T08:00:00-00:00,2025-06-02,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-02T19:00:00-00:00,2025-06-02T20:00:00-00:00,2025-06-02,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-03T04:00:00-00:00,2025-06-03T05:00:00-00:00,2025-06-02,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-02T08:00:00-00:00,2025-06-02T09:00:00-00:00,2025-06-02,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-02T10:00:00-00:00,2025-06-02T11:00:00-00:00,2025-06-02,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-02T11:00:00-00:00,2025-06-02T12:00:00-00:00,2025-06-02,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-02T12:00:00-00:00,2025-06-02T13:00:00-00:00,2025-06-02,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-02T20:00:00-00:00,2025-06-02T21:00:00-00:00,2025-06-02,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-02T18:00:00-00:00,2025-06-02T19:00:00-00:00,2025-06-02,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-02T14:00:00-00:00,2025-06-02T15:00:00-00:00,2025-06-02,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-02T22:00:00-00:00,2025-06-02T23:00:00-00:00,2025-06-02,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-03T00:00:00-00:00,2025-06-03T01:00:00-00:00,2025-06-02,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-02T09:00:00-00:00,2025-06-02T10:00:00-00:00,2025-06-02,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-02T13:00:00-00:00,2025-06-02T14:00:00-00:00,2025-06-02,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-02T15:00:00-00:00,2025-06-02T16:00:00-00:00,2025-06-02,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-02T21:00:00-00:00,2025-06-02T22:00:00-00:00,2025-06-02,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-02T23:00:00-00:00,2025-06-03T00:00:00-00:00,2025-06-02,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-03T05:00:00-00:00,2025-06-03T06:00:00-00:00,2025-06-02,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-03T06:00:00-00:00,2025-06-03T07:00:00-00:00,2025-06-02,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-02T16:00:00-00:00,2025-06-02T17:00:00-00:00,2025-06-02,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-02T17:00:00-00:00,2025-06-02T18:00:00-00:00,2025-06-02,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-03T01:00:00-00:00,2025-06-03T02:00:00-00:00,2025-06-02,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-03T03:00:00-00:00,2025-06-03T04:00:00-00:00,2025-06-02,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-03T02:00:00-00:00,2025-06-03T03:00:00-00:00,2025-06-02,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MGHG,LMP_GHG_PRC,0096WD_7_N001,ALL,1,0,20
2025-06-04T03:00:00-00:00,2025-06-04T04:00:00-00:00,2025-06-03,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,53.01287,21
2025-06-03T19:00:00-00:00,2025-06-03T20:00:00-00:00,2025-06-03,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,17.05398,21
2025-06-03T22:00:00-00:00,2025-06-03T23:00:00-00:00,2025-06-03,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,19.89164,21
2025-06-04T02:00:00-00:00,2025-06-04T03:00:00-00:00,2025-06-03,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,53.87718,21
2025-06-03T13:00:00-00:00,2025-06-03T14:00:00-00:00,2025-06-03,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,43.08596,21
2025-06-03T21:00:00-00:00,2025-06-03T22:00:00-00:00,2025-06-03,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,18.61624,21
2025-06-04T00:00:00-00:00,2025-06-04T01:00:00-00:00,2025-06-03,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,30.65748,21
2025-06-03T14:00:00-00:00,2025-06-03T15:00:00-00:00,2025-06-03,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,20.45079,21
2025-06-03T18:00:00-00:00,2025-06-03T19:00:00-00:00,2025-06-03,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,16.0211,21
2025-06-03T07:00:00-00:00,2025-06-03T08:00:00-00:00,2025-06-03,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,41.21914,21
2025-06-03T09:00:00-00:00,2025-06-03T10:00:00-00:00,2025-06-03,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,40.23166,21
2025-06-03T08:00:00-00:00,2025-06-03T09:00:00-00:00,2025-06-03,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,41.12682,21
2025-06-03T17:00:00-00:00,2025-06-03T18:00:00-00:00,2025-06-03,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,16.66962,21
2025-06-03T20:00:00-00:00,2025-06-03T21:00:00-00:00,2025-06-03,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,18.1204,21
2025-06-03T23:00:00-00:00,2025-06-04T00:00:00-00:00,2025-06-03,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,25.50257,21
2025-06-04T01:00:00-00:00,2025-06-04T02:00:00-00:00,2025-06-03,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,43.01121,21
2025-06-04T04:00:00-00:00,2025-06-04T05:00:00-00:00,2025-06-03,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,47.89414,21
2025-06-04T05:00:00-00:00,2025-06-04T06:00:00-00:00,2025-06-03,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,42.45509,21
2025-06-03T11:00:00-00:00,2025-06-03T12:00:00-00:00,2025-06-03,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,40.32225,21
2025-06-03T15:00:00-00:00,2025-06-03T16:00:00-00:00,2025-06-03,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,17.50095,21
2025-06-03T16:00:00-00:00,2025-06-03T17:00:00-00:00,2025-06-03,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,15.07279,21
2025-06-04T06:00:00-00:00,2025-06-04T07:00:00-00:00,2025-06-03,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,41.52019,21
2025-06-03T12:00:00-00:00,2025-06-03T13:00:00-00:00,2025-06-03,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,42.02958,21
2025-06-03T10:00:00-00:00,2025-06-03T11:00:00-00:00,2025-06-03,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,36.98427,21
2025-06-03T10:00:00-00:00,2025-06-03T11:00:00-00:00,2025-06-03,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,22
2025-06-03T18:00:00-00:00,2025-06-03T19:00:00-00:00,2025-06-03,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-3.32038,22
2025-06-03T14:00:00-00:00,2025-06-03T15:00:00-00:00,2025-06-03,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-6.39905,22
2025-06-03T11:00:00-00:00,2025-06-03T12:00:00-00:00,2025-06-03,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,22
2025-06-04T01:00:00-00:00,2025-06-04T02:00:00-00:00,2025-06-03,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,22
2025-06-03T22:00:00-00:00,2025-06-03T23:00:00-00:00,2025-06-03,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-3.69432,22
2025-06-03T09:00:00-00:00,2025-06-03T10:00:00-00:00,2025-06-03,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,22
2025-06-04T03:00:00-00:00,2025-06-04T04:00:00-00:00,2025-06-03,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,22
2025-06-03T21:00:00-00:00,2025-06-03T22:00:00-00:00,2025-06-03,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-3.20493,22
2025-06-03T19:00:00-00:00,2025-06-03T20:00:00-00:00,2025-06-03,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-3.4078,22
2025-06-03T08:00:00-00:00,2025-06-03T09:00:00-00:00,2025-06-03,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,22
2025-06-03T16:00:00-00:00,2025-06-03T17:00:00-00:00,2025-06-03,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-6.83162,22
2025-06-03T13:00:00-00:00,2025-06-03T14:00:00-00:00,2025-06-03,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,22
2025-06-04T05:00:00-00:00,2025-06-04T06:00:00-00:00,2025-06-03,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,22
2025-06-04T02:00:00-00:00,2025-06-04T03:00:00-00:00,2025-06-03,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,22
2025-06-04T00:00:00-00:00,2025-06-04T01:00:00-00:00,2025-06-03,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-1.94965,22
2025-06-03T17:00:00-00:00,2025-06-03T18:00:00-00:00,2025-06-03,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-3.24465,22
2025-06-03T15:00:00-00:00,2025-06-03T16:00:00-00:00,2025-06-03,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-4.91221,22
2025-06-04T06:00:00-00:00,2025-06-04T07:00:00-00:00,2025-06-03,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,22
2025-06-04T04:00:00-00:00,2025-06-04T05:00:00-00:00,2025-06-03,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,22
2025-06-03T20:00:00-00:00,2025-06-03T21:00:00-00:00,2025-06-03,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-3.85865,22
2025-06-03T12:00:00-00:00,2025-06-03T13:00:00-00:00,2025-06-03,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,22
2025-06-03T07:00:00-00:00,2025-06-03T08:00:00-00:00,2025-06-03,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,0,22
2025-06-03T23:00:00-00:00,2025-06-04T00:00:00-00:00,2025-06-03,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-1.43018,22
2025-06-03T13:00:00-00:00,2025-06-03T14:00:00-00:00,2025-06-03,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,43.99669,23
2025-06-04T01:00:00-00:00,2025-06-04T02:00:00-00:00,2025-06-03,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,44.61743,23
2025-06-03T17:00:00-00:00,2025-06-03T18:00:00-00:00,2025-06-03,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,MCE,LMP_ENE_PRC,0096WD_7_N001,ALL,1,21.23057,23
